class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Down Dog,0.4221971035003662,0.7671485543251038,-0.08255859464406967,0.9995449185371399,0.39723265171051025,0.7755687832832336,-0.12110687047243118,0.9996873140335083,0.39408814907073975,0.7707252502441406,-0.12116057425737381,0.9997110962867737,0.39065271615982056,0.7654287815093994,-0.121322400867939,0.9997138381004333,0.3995879292488098,0.779170572757721,-0.06299835443496704,0.9997361302375793,0.39844417572021484,0.7775061726570129,-0.062944695353508,0.999711811542511,0.3970763385295868,0.7756310701370239,-0.06284628808498383,0.9996716976165771,0.3787565529346466,0.7221066355705261,-0.22026857733726501,0.9996907711029053,0.3870529234409332,0.7320626974105835,0.05186515301465988,0.9996414184570312,0.42775291204452515,0.7293603420257568,-0.10552651435136795,0.9992948770523071,0.4316982924938202,0.7357954382896423,-0.027153445407748222,0.9989762306213379,0.4069831669330597,0.578545868396759,-0.29156294465065,0.9989423155784607,0.4310241639614105,0.5745604634284973,0.2150088995695114,0.9952065348625183,0.26778748631477356,0.7721976041793823,-0.5314527153968811,0.9903289079666138,0.3071562647819519,0.7373303174972534,0.36093851923942566,0.1490596979856491,0.11811906099319458,0.9277454614639282,-0.49042394757270813,0.9774417281150818,0.20588348805904388,0.858769953250885,0.14669999480247498,0.460701048374176,0.07134729623794556,0.939335823059082,-0.5487547516822815,0.9665822982788086,0.1614055335521698,0.8804320096969604,0.14321811497211456,0.6133806109428406,0.06214618682861328,0.9343371987342834,-0.4898604154586792,0.9606112837791443,0.15232282876968384,0.8849263191223145,0.09086614102125168,0.6177429556846619,0.07892942428588867,0.9311561584472656,-0.4670948088169098,0.9488341808319092,0.1604468822479248,0.8870626091957092,0.11915995180606842,0.6122116446495056,0.6794399619102478,0.15733420848846436,-0.2085958570241928,0.9985860586166382,0.6879297494888306,0.15867702662944794,0.2088690549135208,0.9973732233047485,0.8239243626594543,0.45824339985847473,-0.037024516612291336,0.9773755073547363,0.8161071538925171,0.45248305797576904,0.37643963098526,0.22917644679546356,0.9783592224121094,0.7957834005355835,0.15659546852111816,0.981393575668335,0.9468649625778198,0.7371723055839539,0.6004595160484314,0.4802230894565582,1.0081322193145752,0.8363422751426697,0.1667371243238449,0.9766331911087036,0.9718906283378601,0.780299961566925,0.618287205696106,0.5650151371955872,0.8829960227012634,0.8992038369178772,0.04358230158686638,0.9693440198898315,0.8842087984085083,0.9017226696014404,0.5624041557312012,0.6121970415115356
Down Dog,0.4917650818824768,0.6376603245735168,-0.030422046780586243,0.9998183846473694,0.5014913082122803,0.6507320404052734,-0.05570630729198456,0.9999161958694458,0.5051597952842712,0.6479819416999817,-0.05571960285305977,0.9998973608016968,0.5079672932624817,0.6457251310348511,-0.05580547824501991,0.9999167919158936,0.4940088391304016,0.653756856918335,-0.07948694378137589,0.9998883008956909,0.49242234230041504,0.6537524461746216,-0.07957199215888977,0.9998389482498169,0.49051687121391296,0.6538175344467163,-0.07953529059886932,0.9998531341552734,0.5166311264038086,0.6098518371582031,-0.12018276751041412,0.9998970031738281,0.49106916785240173,0.6299575567245483,-0.22893086075782776,0.999688982963562,0.4913920760154724,0.6135869026184082,-0.043921131640672684,0.9999241828918457,0.48392924666404724,0.6152152419090271,-0.0761452317237854,0.9998936653137207,0.5392215251922607,0.4949475824832916,-0.10427951067686081,0.9989861845970154,0.45296114683151245,0.5354673862457275,-0.28257304430007935,0.9994656443595886,0.6050301790237427,0.6407672166824341,-0.05641283467411995,0.9473337531089783,0.4923781156539917,0.6885372996330261,-0.454620361328125,0.9406999349594116,0.6981051564216614,0.7657260894775391,-0.14265954494476318,0.9492361545562744,0.566415548324585,0.817950963973999,-0.6336360573768616,0.9821572303771973,0.7323187589645386,0.7775687575340271,-0.1658627986907959,0.9273059368133545,0.5811554193496704,0.8418046236038208,-0.7174928188323975,0.9712940454483032,0.7260812520980835,0.7840847969055176,-0.21112115681171417,0.9295927882194519,0.595834493637085,0.823719322681427,-0.6822782158851624,0.9701560139656067,0.7092695236206055,0.7812680006027222,-0.16340628266334534,0.9201536178588867,0.5947273373603821,0.8133533000946045,-0.6286509037017822,0.9586647748947144,0.3936458230018616,0.277401328086853,0.09474486857652664,0.9972900152206421,0.33795127272605896,0.29287999868392944,-0.09425856173038483,0.9977399110794067,0.3576546609401703,0.5251803398132324,0.16927924752235413,0.1892121136188507,0.29569169878959656,0.5407021045684814,0.04874825105071068,0.8234677910804749,0.278130441904068,0.6940555572509766,0.41008856892585754,0.2816094756126404,0.24825334548950195,0.7225970029830933,0.2153477817773819,0.8875502347946167,0.2584008574485779,0.7162094116210938,0.42950496077537537,0.24870477616786957,0.22607183456420898,0.7492001056671143,0.22379951179027557,0.8549360632896423,0.31030789017677307,0.775486946105957,0.372763454914093,0.28191715478897095,0.28748035430908203,0.8241690993309021,0.1401124745607376,0.838021457195282
Down Dog,0.5575786828994751,0.596518337726593,-0.011409195140004158,0.9998996257781982,0.5735667943954468,0.6129254698753357,0.005231303162872791,0.9999043941497803,0.5760334730148315,0.6126137971878052,0.005287099629640579,0.9999220371246338,0.578656792640686,0.6120255589485168,0.005344388075172901,0.9999045133590698,0.57252436876297,0.6129610538482666,-0.03411558270454407,0.9998664855957031,0.5739704370498657,0.6128459572792053,-0.03421561047434807,0.9998841285705566,0.5754091739654541,0.6126587986946106,-0.03414551913738251,0.999854326248169,0.5976524949073792,0.5943896770477295,0.08603295683860779,0.9998602867126465,0.5892606973648071,0.599149227142334,-0.09972415119409561,0.9998636245727539,0.5575766563415527,0.5781551599502563,0.025444207713007927,0.9997796416282654,0.5560709834098816,0.5769333839416504,-0.029073746874928474,0.9997767806053162,0.600929856300354,0.4890507459640503,0.11644405871629715,0.9988337159156799,0.5992870330810547,0.5023229122161865,-0.09712856262922287,0.9996254444122314,0.6806660294532776,0.6141378879547119,0.19428032636642456,0.24488568305969238,0.6951103210449219,0.6333355903625488,-0.23719455301761627,0.9908396601676941,0.7516939640045166,0.6958053112030029,0.023988528177142143,0.4899002015590668,0.7957038879394531,0.732793927192688,-0.15250445902347565,0.9903379678726196,0.7820485234260559,0.7040092945098877,0.0197047907859087,0.6981089115142822,0.8277239799499512,0.7503697872161865,-0.16944432258605957,0.97484290599823,0.7804098725318909,0.7096638083457947,-0.008136007003486156,0.7125471830368042,0.8299894332885742,0.7480151653289795,-0.1370576173067093,0.9627716541290283,0.7709131836891174,0.707226574420929,0.010014219209551811,0.6944449543952942,0.8163182139396667,0.741377592086792,-0.13687919080257416,0.9465014934539795,0.417880117893219,0.24437831342220306,0.10453246533870697,0.9966344237327576,0.39669615030288696,0.24257329106330872,-0.10449624061584473,0.9986323714256287,0.3298356235027313,0.4764433205127716,0.1755588799715042,0.1495814025402069,0.3088817894458771,0.49439865350723267,0.002405330305919051,0.9795447587966919,0.2869654893875122,0.6615692377090454,0.28601744771003723,0.45541590452194214,0.22870466113090515,0.7243015766143799,0.07692230492830276,0.9783251881599426,0.2584826350212097,0.6821024417877197,0.29214224219322205,0.5673964619636536,0.21038050949573517,0.7521344423294067,0.07304729521274567,0.9840779304504395,0.317928671836853,0.7494209408760071,0.2271222323179245,0.7707195281982422,0.2873952388763428,0.7895199060440063,-0.028951944783329964,0.9776702523231506
Down Dog,0.5625594854354858,0.8252710103988647,-0.0897914245724678,0.9999538660049438,0.5812920928001404,0.8372926712036133,-0.06881377846002579,0.9999505281448364,0.5829219222068787,0.8369466066360474,-0.06878501921892166,0.9999587535858154,0.5849959850311279,0.8363256454467773,-0.06871910393238068,0.9999463558197021,0.5848144888877869,0.8361482620239258,-0.11739540100097656,0.999927282333374,0.5888252854347229,0.8349069356918335,-0.11756188422441483,0.9999425411224365,0.5933712124824524,0.8330948352813721,-0.11741510033607483,0.9999290704727173,0.6092288494110107,0.8127948641777039,0.0457390658557415,0.9999366998672485,0.6128036379814148,0.811745822429657,-0.18430565297603607,0.9999452829360962,0.5598925352096558,0.8055362701416016,-0.03883204981684685,0.9998998641967773,0.5641579031944275,0.8031197190284729,-0.10586932301521301,0.999907374382019,0.5910642743110657,0.7155315279960632,0.10150367021560669,0.9988263249397278,0.6169348955154419,0.70278000831604,-0.17900116741657257,0.9996170997619629,0.6943244338035583,0.8608803153038025,0.20794960856437683,0.27294114232063293,0.7177674770355225,0.8690903186798096,-0.37170642614364624,0.9968138337135315,0.8252357840538025,0.9311376810073853,0.0015730754239484668,0.41620269417762756,0.8770652413368225,0.9560137987136841,-0.26746198534965515,0.9939888715744019,0.864428699016571,0.928922712802887,-0.0078880675137043,0.627453625202179,0.92288738489151,0.9599620699882507,-0.2955315411090851,0.9808985590934753,0.8678368330001831,0.9297417998313904,-0.04191373288631439,0.6493179798126221,0.9325163960456848,0.9564980268478394,-0.25268444418907166,0.9707023501396179,0.8498903512954712,0.9282335042953491,-0.016493814066052437,0.6298288106918335,0.9145383834838867,0.9548236131668091,-0.24915257096290588,0.9578203558921814,0.3969707787036896,0.42999696731567383,0.13733021914958954,0.9939675331115723,0.38861212134361267,0.3986724615097046,-0.13696765899658203,0.9974626302719116,0.2803412973880768,0.6416680216789246,0.21066205203533173,0.15538626909255981,0.2673863470554352,0.6363818645477295,-0.00706725986674428,0.9853282570838928,0.19662658870220184,0.8849815130233765,0.3467550575733185,0.43814781308174133,0.15818257629871368,0.8974968194961548,0.0991954654455185,0.9830459356307983,0.15705899894237518,0.908632218837738,0.3542805314064026,0.5949001312255859,0.11729255318641663,0.9212834239006042,0.09471827000379562,0.987208902835846,0.23664304614067078,0.9462924003601074,0.2646583020687103,0.7896963357925415,0.20771415531635284,0.9593718647956848,-0.04461706057190895,0.9845114946365356
Down Dog,0.5938929319381714,0.7897084355354309,-0.14766868948936462,0.9999773502349854,0.6124511957168579,0.7921551465988159,-0.13089719414710999,0.9997275471687317,0.6138784885406494,0.7908893823623657,-0.13101401925086975,0.9999383687973022,0.6154784560203552,0.7890292406082153,-0.13093140721321106,0.9997017979621887,0.613942563533783,0.7893273830413818,-0.18969738483428955,0.9997460246086121,0.6161243915557861,0.786768913269043,-0.18966266512870789,0.999909520149231,0.6182944774627686,0.7838528752326965,-0.1897255927324295,0.9995765089988708,0.6264368891716003,0.7613619565963745,-0.017799418419599533,0.9999079704284668,0.6250262260437012,0.7608529925346375,-0.29328152537345886,0.9999444484710693,0.587045431137085,0.7741444110870361,-0.10080674290657043,0.9996671676635742,0.58903568983078,0.7711483240127563,-0.18113462626934052,0.9997113347053528,0.6044897437095642,0.6911468505859375,0.12833204865455627,0.9999258518218994,0.596468985080719,0.701803982257843,-0.39595168828964233,0.9999985694885254,0.6655784249305725,0.7946503162384033,0.29486528038978577,0.2632793188095093,0.6624104380607605,0.8084425926208496,-0.605902910232544,0.9956902861595154,0.7405663728713989,0.8941451907157898,0.1609223484992981,0.49090591073036194,0.7540253400802612,0.9326449036598206,-0.6541880369186401,0.995327353477478,0.7654132843017578,0.9012865424156189,0.16035377979278564,0.5263521075248718,0.782913327217102,0.9455251693725586,-0.7227690815925598,0.9890189170837402,0.7699329853057861,0.9082098007202148,0.11830350011587143,0.5178651809692383,0.7891717553138733,0.9424569606781006,-0.6914479732513428,0.9859499335289001,0.7601598501205444,0.9064272046089172,0.13879762589931488,0.5191046595573425,0.7783833742141724,0.9389435648918152,-0.6438115835189819,0.9854743480682373,0.4089467525482178,0.4922749102115631,0.18334543704986572,0.9999643564224243,0.4129776954650879,0.45987576246261597,-0.18306685984134674,0.9999946355819702,0.30461984872817993,0.6918410062789917,0.22640031576156616,0.9635099768638611,0.29467761516571045,0.2665499448776245,-0.1992802917957306,0.9989854693412781,0.20257773995399475,0.877196729183197,0.3444370925426483,0.9887810945510864,0.22040897607803345,0.05374622344970703,-0.06815646588802338,0.9938439130783081,0.16618981957435608,0.9088393449783325,0.3441024124622345,0.9934520721435547,0.22203440964221954,0.010437637567520142,-0.05973763391375542,0.9948839545249939,0.2645080089569092,0.9608633518218994,0.28038734197616577,0.9898479580879211,0.12963658571243286,0.07468533515930176,-0.1942027509212494,0.9901584982872009
Down Dog,0.4066197872161865,0.6675803661346436,-0.15705136954784393,0.9999299049377441,0.390325129032135,0.6609358787536621,-0.2064637839794159,0.9999555349349976,0.39112794399261475,0.656152606010437,-0.2063901126384735,0.9999641180038452,0.39205706119537354,0.6511554718017578,-0.20642508566379547,0.9999616146087646,0.38638463616371155,0.6602346897125244,-0.1541999727487564,0.9999516010284424,0.3841211199760437,0.6550681591033936,-0.1541324406862259,0.9999576807022095,0.3820277750492096,0.6501753330230713,-0.1539679765701294,0.999947190284729,0.3943285644054413,0.6016343832015991,-0.35721006989479065,0.999950647354126,0.3829197287559509,0.600568413734436,-0.11055934429168701,0.9999592304229736,0.4238488972187042,0.6358409523963928,-0.2011735439300537,0.9999349117279053,0.41823557019233704,0.6342536211013794,-0.1298494040966034,0.999910831451416,0.4553859531879425,0.5190325379371643,-0.41975700855255127,0.9996206760406494,0.3981631398200989,0.472781777381897,-0.0036285037640482187,0.9988275170326233,0.3612038791179657,0.7384681701660156,-0.6702486276626587,0.9893465638160706,0.31051185727119446,0.6578457355499268,0.09127679467201233,0.7205473780632019,0.25388720631599426,0.8904238343238831,-0.7988384366035461,0.9857780933380127,0.20490288734436035,0.8282599449157715,-0.10738950967788696,0.9515348076820374,0.2245636284351349,0.915054976940155,-0.8982136845588684,0.9805517196655273,0.16673702001571655,0.8461450338363647,-0.11022814363241196,0.9686170220375061,0.21253064274787903,0.8967084884643555,-0.8480126857757568,0.9757319688796997,0.17164576053619385,0.8489476442337036,-0.18783457577228546,0.9709868431091309,0.22221805155277252,0.8858476877212524,-0.7870713472366333,0.9661258459091187,0.1866302192211151,0.8460546731948853,-0.14085981249809265,0.9661089181900024,0.6663359999656677,0.13016891479492188,-0.16526177525520325,0.9992926120758057,0.6210113763809204,0.13583949208259583,0.16584305465221405,0.9990450739860535,0.755517303943634,0.4381353557109833,0.015844356268644333,0.9763787984848022,0.721060037612915,0.4308476150035858,0.3579012155532837,0.2890738546848297,0.8456874489784241,0.7601732015609741,0.2110130786895752,0.9812231063842773,0.7945002913475037,0.7012532949447632,0.6201233863830566,0.593353271484375,0.875899076461792,0.7981451749801636,0.22181113064289093,0.9624884724617004,0.8140823841094971,0.7539242506027222,0.6414432525634766,0.6325883269309998,0.7704358696937561,0.8112591505050659,0.10350644588470459,0.9686204791069031,0.7409967184066772,0.7966113686561584,0.5827493071556091,0.7136496305465698
Down Dog,0.6130215525627136,0.7511777877807617,-0.11088565737009048,0.9998787641525269,0.6275971531867981,0.7622537612915039,-0.09584251046180725,0.999032735824585,0.6290973424911499,0.7620532512664795,-0.09596306085586548,0.9996901750564575,0.6310830116271973,0.7614020705223083,-0.0959446132183075,0.9989200830459595,0.6280642151832581,0.7602442502975464,-0.14491716027259827,0.9992352724075317,0.6294245719909668,0.7588168978691101,-0.14488451182842255,0.9996470212936401,0.6310744881629944,0.7571039199829102,-0.14494085311889648,0.9987686276435852,0.6430051922798157,0.7378963828086853,-0.006224924698472023,0.9995537400245667,0.6415159106254578,0.737499475479126,-0.23510125279426575,0.9997367262840271,0.6117629408836365,0.7364116907119751,-0.071953684091568,0.998566210269928,0.610948920249939,0.7332518100738525,-0.13906481862068176,0.9987179040908813,0.6382133364677429,0.6544739007949829,0.11390792578458786,0.9996254444122314,0.6388596892356873,0.6673234701156616,-0.32154327630996704,0.9999920129776001,0.6838523745536804,0.7599130868911743,0.2502371072769165,0.3279191851615906,0.6870964765548706,0.7866988778114319,-0.4827178418636322,0.9951168298721313,0.7538155317306519,0.837735116481781,0.1345282644033432,0.547374963760376,0.7734231948852539,0.8835373520851135,-0.5008976459503174,0.9956545829772949,0.7756824493408203,0.8326334357261658,0.13338899612426758,0.5672214031219482,0.804642915725708,0.8968374729156494,-0.5589311718940735,0.9907811284065247,0.782440185546875,0.8404040336608887,0.10141496360301971,0.5673345327377319,0.8105626106262207,0.8896932601928711,-0.525943398475647,0.988474428653717,0.7724719643592834,0.8418138027191162,0.11685331910848618,0.5691380500793457,0.8015072345733643,0.8850398063659668,-0.48885175585746765,0.9857752323150635,0.43944066762924194,0.46631529927253723,0.14492446184158325,0.999933123588562,0.4468553364276886,0.4276001751422882,-0.14480262994766235,0.9999881982803345,0.32635343074798584,0.6337447166442871,0.20577186346054077,0.9755257964134216,0.32583242654800415,0.25333213806152344,-0.10987858474254608,0.9988632202148438,0.23562797904014587,0.7924187183380127,0.33323389291763306,0.9900383949279785,0.2146647423505783,0.10755284875631332,0.053157221525907516,0.9956120252609253,0.20708590745925903,0.8193169236183167,0.33855950832366943,0.9916908740997314,0.20923368632793427,0.08856606483459473,0.06566791981458664,0.9928473830223083,0.2793889045715332,0.8625262379646301,0.28148797154426575,0.9894337058067322,0.14728283882141113,0.08163750171661377,-0.04995472729206085,0.990312933921814
Down Dog,0.5496950745582581,0.573393702507019,-0.25807175040245056,0.9999970197677612,0.5677827596664429,0.583665132522583,-0.31429582834243774,0.9999985694885254,0.5737388730049133,0.5817965269088745,-0.31398993730545044,0.9999982118606567,0.5801839232444763,0.5797749757766724,-0.31390881538391113,0.9999986886978149,0.5513043999671936,0.5842737555503845,-0.3563495874404907,0.9999986886978149,0.5457471609115601,0.5833030343055725,-0.3563808798789978,0.9999980926513672,0.5396150946617126,0.5824847221374512,-0.3561882972717285,0.9999983310699463,0.5919816493988037,0.553583025932312,-0.4324684739112854,0.9999983310699463,0.5238280892372131,0.5615906715393066,-0.6331997513771057,0.9999964237213135,0.5501487255096436,0.5477743148803711,-0.2808906137943268,0.9999983310699463,0.529730498790741,0.5499423742294312,-0.3391874134540558,0.9999977350234985,0.6246247291564941,0.45317351818084717,-0.3413667678833008,0.9998177886009216,0.4148634672164917,0.46786171197891235,-0.7143580317497253,0.9999022483825684,0.6829648017883301,0.6357404589653015,-0.2915297746658325,0.9824073314666748,0.4372675120830536,0.6562900543212891,-1.0395833253860474,0.9806719422340393,0.7796683311462402,0.8185316324234009,-0.4703366756439209,0.9879598617553711,0.5132740139961243,0.8515663146972656,-1.4455293416976929,0.9889801740646362,0.820533037185669,0.8428850769996643,-0.535982072353363,0.9797139763832092,0.5315084457397461,0.8808150887489319,-1.609874963760376,0.9815308451652527,0.8071179389953613,0.8468022346496582,-0.6120601296424866,0.9792159199714661,0.5558381676673889,0.86979079246521,-1.5704694986343384,0.9802438020706177,0.7841048836708069,0.8358116149902344,-0.5091540813446045,0.9733962416648865,0.5532374382019043,0.8611594438552856,-1.4472956657409668,0.9696596264839172,0.45332208275794983,0.15023405849933624,0.13892768323421478,0.9994452595710754,0.33337581157684326,0.16104358434677124,-0.13838350772857666,0.9994134902954102,0.42099884152412415,0.39202970266342163,0.40270718932151794,0.265257865190506,0.2871633768081665,0.39499813318252563,0.11460326611995697,0.687888503074646,0.371864378452301,0.6124979853630066,0.8253635168075562,0.4708436131477356,0.2602061629295349,0.6258242726325989,0.5276724100112915,0.7612349390983582,0.3318263292312622,0.6344509720802307,0.8575335741043091,0.4142252802848816,0.24510015547275543,0.6224848031997681,0.5543915629386902,0.6601773500442505,0.3816757798194885,0.7058746814727783,0.6855829954147339,0.5796448588371277,0.30991247296333313,0.7142521739006042,0.34979483485221863,0.7672097086906433
Down Dog,0.41505610942840576,0.6702765226364136,0.18546909093856812,0.9999294281005859,0.3903060853481293,0.6807284355163574,0.16359996795654297,0.9999581575393677,0.3853268027305603,0.6785610318183899,0.16361728310585022,0.9999558925628662,0.3804151713848114,0.6760615110397339,0.1635785549879074,0.99996018409729,0.3935389220714569,0.6811894178390503,0.20972146093845367,0.9999659061431885,0.3909933567047119,0.6798584461212158,0.20974455773830414,0.9999595880508423,0.38859522342681885,0.6785058379173279,0.20971252024173737,0.9999586343765259,0.35773009061813354,0.6459380388259888,0.09134858846664429,0.9999234676361084,0.372160941362381,0.6509719491004944,0.30486828088760376,0.9999549388885498,0.41125527024269104,0.6416832208633423,0.16454049944877625,0.9997850060462952,0.4169476330280304,0.6423616409301758,0.22632239758968353,0.9997655749320984,0.35205960273742676,0.5403541326522827,0.02366267517209053,0.9998519420623779,0.40102407336235046,0.50296950340271,0.3405022919178009,0.9989226460456848,0.260026752948761,0.7386916875839233,-0.17748987674713135,0.9859873652458191,0.2916182279586792,0.6953186988830566,0.47201135754585266,0.14004792273044586,0.11406689882278442,0.8768524527549744,-0.18113069236278534,0.9669389128684998,0.1891942024230957,0.7710886001586914,0.3870426118373871,0.2872649133205414,0.06216472387313843,0.89216148853302,-0.2161756455898285,0.9559018015861511,0.14774483442306519,0.7694892287254333,0.3918301463127136,0.4021037518978119,0.0537952184677124,0.8851103186607361,-0.18274368345737457,0.9504989981651306,0.14493659138679504,0.7680495381355286,0.36406925320625305,0.4057275950908661,0.07167226076126099,0.8746997714042664,-0.16771145164966583,0.9438837170600891,0.15443259477615356,0.7747028470039368,0.3758803904056549,0.4064919948577881,0.5992767810821533,0.20579524338245392,-0.16492843627929688,0.9997319579124451,0.6147458553314209,0.19314199686050415,0.16486071050167084,0.9995743632316589,0.7470805644989014,0.5106741786003113,-0.1413697600364685,0.9843832850456238,0.7230703830718994,0.49185729026794434,0.16390042006969452,0.2681099474430084,0.9198038578033447,0.7721346020698547,-0.1951981633901596,0.9781272411346436,0.8859425783157349,0.719283401966095,0.17336151003837585,0.37626931071281433,0.966865062713623,0.8135781288146973,-0.20447833836078644,0.9816892147064209,0.9401711821556091,0.7703487873077393,0.16550523042678833,0.5022397041320801,0.8302035331726074,0.8666447997093201,-0.31183841824531555,0.9701584577560425,0.8143242597579956,0.824521541595459,0.08957862854003906,0.5196989178657532
Down Dog,0.6458351612091064,0.7900330424308777,-0.056044843047857285,0.9997242093086243,0.6623648405075073,0.7892288565635681,-0.03543794900178909,0.9997184872627258,0.6634894609451294,0.7869248986244202,-0.035573575645685196,0.999785840511322,0.6647887229919434,0.7840121984481812,-0.03558264672756195,0.9997343420982361,0.6629489660263062,0.787729024887085,-0.08538169413805008,0.9995903372764587,0.6641573905944824,0.7849246263504028,-0.08560360223054886,0.9996848106384277,0.6653510928153992,0.7816866040229797,-0.08565731346607208,0.999646782875061,0.6671527028083801,0.7515360116958618,0.06559771299362183,0.9996405839920044,0.6653216481208801,0.7527227401733398,-0.1628730297088623,0.9997072815895081,0.6352453231811523,0.7726733684539795,-0.01011672429740429,0.9995982050895691,0.6361734867095947,0.770453155040741,-0.07731249928474426,0.9995773434638977,0.6354557275772095,0.677348792552948,0.1967795193195343,0.9984949827194214,0.637362539768219,0.6977803111076355,-0.24010111391544342,0.9997422099113464,0.7180888652801514,0.787535548210144,0.30633360147476196,0.19117368757724762,0.7245380878448486,0.8140970468521118,-0.47245898842811584,0.9986811280250549,0.82915198802948,0.8515979647636414,0.02521960623562336,0.5096790194511414,0.8702261447906494,0.8871476650238037,-0.4746148884296417,0.9987576007843018,0.8657853007316589,0.8513942956924438,0.02722042240202427,0.774495005607605,0.91069495677948,0.8960925340652466,-0.5345214009284973,0.9962230920791626,0.870597243309021,0.8572876453399658,-0.0362405925989151,0.7872737646102905,0.9120121002197266,0.8896411061286926,-0.48533064126968384,0.9936773180961609,0.8578349351882935,0.8570805191993713,-0.0044973767362535,0.7726994752883911,0.8985649347305298,0.8854027986526489,-0.45442870259284973,0.9891431927680969,0.41336873173713684,0.42034414410591125,0.18187323212623596,0.9981911778450012,0.4093768298625946,0.42915964126586914,-0.18132419884204865,0.9992462396621704,0.26184457540512085,0.6231175661087036,0.20316250622272491,0.22870180010795593,0.25985705852508545,0.6316620111465454,-0.15104460716247559,0.9985408782958984,0.12262532114982605,0.8080788254737854,0.2897288203239441,0.5381187796592712,0.11038582772016525,0.8202258944511414,-0.08091994374990463,0.9981107711791992,0.08867871761322021,0.8402513265609741,0.2908988893032074,0.7395268678665161,0.07768309116363525,0.8517405390739441,-0.08750862628221512,0.9989041090011597,0.19530363380908966,0.8847845196723938,0.19824820756912231,0.8436627388000488,0.18727736175060272,0.8992728590965271,-0.22018657624721527,0.9979605674743652
